,x,y,label
cooking,14.944284,6.7106194,9
environmental monitoring,6.5716767,-4.814053,19
housing,-1.7670208,9.616473,-1
natural gas,10.165397,-6.208358,11
battery electric vehicles,3.271182,2.7624733,-1
compressed natural gas,10.138426,-6.175291,11
crashworthiness,-1.436448,2.5980785,42
electric automobiles,3.3159509,2.6689816,-1
fuels,7.1040235,7.3228936,34
gas emissions,9.499555,0.62702656,-1
gasoline,-5.147768,3.3471792,13
greenhouse gases,0.43264124,-3.4242048,30
life cycle,7.2103653,8.047241,-1
natural gas vehicles,5.544812,2.289064,-1
standards,3.2857447,4.0353117,-1
vehicle wheels,3.234516,2.8153899,-1
vehicles,3.2568924,2.794772,-1
wheels,3.25612,2.803979,-1
cafe,-1.3905609,2.6523643,42
compressed natural gasses (cng),5.287394,3.2736585,-1
corporate average fuel-economy standards,7.843577,6.892144,-1
hypothetical models,3.4521928,2.710971,-1
life cycle assessment (lca),6.9962344,7.5834713,-1
light duty vehicles,3.253677,2.7863991,-1
petroleum fuels,7.0934396,7.356813,34
vehicle fuel economy,7.859294,6.8999534,-1
fuel economy,7.8582044,6.898655,-1
carbon,4.0859323,8.225185,-1
design,3.4512126,3.5099266,-1
electric vehicle,3.2728894,2.7604833,-1
emission control,6.7158556,4.2932105,40
energy efficiency,3.0524137,3.088762,-1
energy policy,3.095997,2.1708841,45
energy resource,7.243357,3.6312065,-1
environmental economics,-4.98299,3.060528,-1
fuel,7.8618317,7.007699,-1
fuel consumption,9.479407,-5.297645,11
greenhouse gas,2.705371,0.63740504,-1
incentive,3.1119528,3.7745526,-1
life cycle analysis,6.9827886,7.572544,-1
natural gas,10.059865,-6.087843,11
ownership,3.6353004,4.147214,-1
stakeholder,3.4466865,3.7114604,-1
sustainability,1.646545,5.6971564,41
cooling systems,3.9672275,2.6887045,-1
environmental protection,6.3003025,-1.5862114,-1
gas industry,2.879008,5.91715,35
gases,11.056858,-2.2043536,32
harvesting,3.791455,7.143381,-1
hydraulic fracturing,4.3899264,2.748038,-1
moisture,4.2813735,2.966128,-1
natural gas,10.247416,-6.1963086,11
natural gas deposits,6.643999,2.9798212,-1
natural gas well drilling,4.112634,3.0741363,50
oil fields,3.3995335,3.3499017,-1
oil well flooding,2.6837013,5.5389576,35
refrigeration,4.0132985,2.5924277,-1
runoff,5.757742,4.3779273,-1
shale,-4.21696,2.200919,-1
water,6.9140806,7.6763444,39
water conservation,1.0514747,4.5516644,-1
water supply,-2.4630492,9.431508,-1
well flooding,2.4100256,4.0443687,46
atmospheric moisture,0.5961516,-3.3142235,30
atmospheric water,0.5639853,-3.3688338,30
bakken,-1.4101965,2.7003384,42
eagle ford,1.2387536,-0.7061801,36
environmental issues,1.532221,5.996985,41
flaring,-1.2374051,2.7684574,42
oilfield operations,3.732535,3.1193311,-1
refrigeration system,3.9742942,2.6817296,-1
well drilling,4.0777917,3.0838945,50
allergen,3.9654477,2.7866821,53
asbestos fiber,4.1301622,2.978825,-1
biofuel,1.489147,-0.68704265,-1
carbon monoxide,-2.3407514,4.0559363,5
carcinogen,2.2574728,4.4232087,-1
catalase,4.252192,2.9911556,53
coal,0.9436569,6.22948,14
domestic chemical,3.0018222,1.2983373,-1
formaldehyde,2.7349267,1.4227684,-1
fuel,7.861781,7.0076056,-1
glutathione,4.2542186,2.9881306,53
glutathione peroxidase,4.2522354,2.9911165,53
kerosene,-5.1394486,3.3470104,13
liquefied petroleum gas,7.2678576,-1.4643351,-1
natural gas,10.088973,-6.166667,11
nitrogen dioxide,6.587119,3.634793,-1
organic matter,4.578943,3.516386,-1
pesticide,0.4437398,3.2852204,-1
sulfur dioxide,4.303837,8.636389,-1
tobacco smoke,0.4048096,1.7115515,28
air pollution,-0.36438066,-1.6866838,23
airway obstruction,4.8765235,2.3951185,53
biomass,5.948593,5.055822,-1
bronchus obstruction,4.7101398,2.4535534,53
chronic bronchitis,4.988563,2.36227,53
chronic cough,5.0099688,2.3678024,53
chronic obstructive lung disease,5.041007,2.2987058,53
combustion,4.361521,11.961756,-1
epidemiological data,3.1783884,2.925874,58
forced expiratory volume,4.553857,2.0382164,53
genetic marker,3.4843981,3.15373,53
groups by age and sex,5.7009683,1.8620293,-1
health care policy,3.2601123,4.815581,57
human,1.9912572,7.435428,1
india,0.5070494,-1.055904,-1
indoor air pollution,12.146004,4.76064,-1
intrauterine growth retardation,4.546584,2.7928696,53
iron and steel industry,4.4977813,2.3592017,-1
lipid peroxidation,4.498304,2.8342817,53
metal industry,4.4170465,2.3573325,-1
mortality,2.7302873,-3.8898268,31
occupational exposure,7.157482,0.9785967,-1
occupational hazard,3.4000938,-3.0884461,-1
parental smoking,8.804249,10.700064,-1
passive smoking,8.835007,10.669627,-1
prevalence,14.942188,7.1417184,-1
priority journal,6.0875607,1.5571772,16
railway employee,3.7197673,3.9105902,-1
respiratory tract infection,4.6667485,2.7334948,53
review,10.465051,4.1515193,-1
risk factor,0.6144352,-4.9530997,-1
sex difference,5.7008095,1.8612292,-1
smoking,8.834077,10.670542,-1
suspended particulate matter,9.260718,-4.0843344,-1
underweight,4.4018226,1.1866875,-1
"pulmonary disease, chronic obstructive",5.0362744,2.2974472,53
risk factor,0.61452043,-4.9532013,-1
humans,3.2559612,2.9604466,3
india,0.50812453,-1.0549701,-1
prevalence,14.9421625,7.141686,-1
"pulmonary disease, chronic obstructive",5.0343566,2.2982059,53
risk factors,0.9763602,7.37957,-1
smoking,8.823481,10.681534,-1
natural gas,10.098043,-6.1309385,11
article,4.233197,1.3581548,22
case study,5.530049,0.43223715,-1
cost benefit analysis,2.6780982,2.1248639,-1
electricity,5.123353,2.4170587,-1
empiricism,4.0004053,3.504051,-1
energy conservation,3.9896495,1.0877223,-1
financial statement,3.6405787,4.243237,-1
health care availability,3.2627952,4.7697954,57
health care cost,3.2520528,4.756011,57
health care facility,3.2482033,4.760237,57
health care policy,3.260902,4.814565,57
human,1.9956096,7.522258,1
independent variable,3.4580948,2.8178692,58
investment,5.626826,4.0503006,-1
medical practice,3.3368986,4.214901,57
personal income,6.759138,5.64595,-1
real estate,5.569092,4.056168,-1
suburban area,3.601032,3.1658916,-1
tax,6.6898656,5.5955415,-1
united states,3.1974277,6.985761,10
5' nucleotidase,-1.0819424,3.3980985,42
dangerous goods,3.6922681,-1.7536031,-1
"nadh dehydrogenase subunit 2, human",4.167361,3.046571,53
natural gas,10.125614,-6.2397065,11
reduced nicotinamide adenine dinucleotide dehydrogenase,4.2433844,3.01583,53
analysis,2.8183844,2.1819692,56
animal,7.418949,2.66607,-1
blood,4.931285,2.454094,53
dangerous goods,3.692282,-1.7536079,-1
immunology,1.419947,6.1711903,-1
intoxication,4.4849133,4.594355,-1
lymphocyte,4.2233195,2.7987328,53
pathology,2.4771426,5.3847275,-1
procedures,6.376031,10.07328,-1
rat,-0.44300112,5.950534,-1
spleen,4.5730295,2.5209737,53
toxicity,2.981832,2.951359,-1
toxicology,1.4327393,6.1496577,-1
5'-nucleotidase,-1.3744347,2.488184,42
animals,2.4818816,0.6424487,-1
hazardous substances,4.4331512,3.4396443,-1
lymphocytes,4.235767,2.791159,53
nadh dehydrogenase,4.24346,3.0267842,53
natural gas,10.072094,-6.147488,11
rats,1.3104069,6.488596,-1
spleen,4.573147,2.521245,53
toxicology,1.4325845,6.1498966,-1
natural gas,10.19504,-6.199339,11
adverse effects,1.3322526,3.0163195,-1
environmental health,10.891712,10.889608,29
environmental monitoring,6.5657725,-4.8041434,19
fracking,-4.220985,11.979413,-1
human,2.0411215,7.490476,1
occupational health,4.5615244,9.284987,-1
pollution,1.70561,5.6223984,41
environmental health,10.895078,10.891703,29
environmental monitoring,6.564875,-4.8057632,19
environmental pollution,1.7009972,5.6268854,41
humans,3.269913,2.8741648,3
hydraulic fracking,-5.6278605,10.417495,6
natural gas,10.163499,-6.2142377,11
occupational health,4.5638695,9.278438,-1
"4,4' isopropylidenediphenol",-1.3589569,2.5059226,42
alkane,4.131334,2.7392735,54
alkene,4.130817,2.7346044,54
androgen,4.3026967,2.6823926,53
benzene,2.732077,1.419916,-1
cytochrome p450,4.2644496,3.0006795,53
endocrine disruptor,2.179911,4.6001396,-1
estrogen,4.2682843,2.7242467,53
ethylbenzene,-1.319319,2.7040217,42
formaldehyde,2.7344694,1.4223089,-1
ground water,4.4353895,4.4465985,47
heavy metal,4.3884826,2.3339355,-1
hormone,4.3644967,2.6333811,53
hormone receptor,4.2925625,2.6945434,53
hydrocarbon,9.239178,3.6569197,-1
naphthalene,4.081435,2.6750343,54
natural gas,10.144248,-6.1994033,11
oil,2.73775,5.6556115,35
silicon dioxide,13.218663,5.120047,7
toluene,5.906317,2.3619192,-1
xylene,5.906329,2.361921,-1
endocrine disruptor,2.1799746,4.6001024,-1
petroleum,7.032653,7.425505,34
water pollutant,2.056715,-1.2938479,28
bioassay,3.7435184,2.9644022,53
bioavailability,2.9824452,2.9549785,-1
chemical composition,3.5264986,3.0287988,-1
congenital malformation,4.52054,2.675532,53
health impact assessment,1.9775717,6.033097,-1
hormone action,4.381447,2.6454518,53
hormone blood level,4.7012725,2.5747895,53
human,1.9331204,7.530864,1
infertility,3.8018372,3.971269,-1
neoplasm,4.575272,2.4892993,53
note,5.43323,0.64515126,-1
occupational exposure,7.1572356,0.9891943,-1
offshore oil industry,3.8044372,3.1362417,50
oil spill,2.699096,5.5696754,35
pollution,1.7041388,5.6239038,41
pregnancy outcome,5.6052527,2.4406412,-1
priority journal,6.0855637,1.5539428,16
waste water recycling,6.644918,1.6742048,-1
water contamination,2.017105,-1.1622918,28
adverse effects,1.3322215,3.0163667,-1
chemistry,1.0503043,-2.7195532,-1
environment,6.4198084,1.2703388,-1
environmental monitoring,6.604817,-4.8092194,19
oil and gas field,-6.0028815,-2.1696453,-1
procedures,6.375955,10.073164,-1
water pollutant,2.0499766,-1.252878,28
water pollution,2.017624,-1.1676358,28
water supply,-2.4627976,9.43121,-1
endocrine disruptors,2.1860816,4.5850763,-1
environment,6.370245,1.3169969,-1
environmental monitoring,6.571382,-4.81374,19
groundwater,5.7514744,4.386033,-1
humans,3.15032,2.8592918,3
oil and gas fields,3.2981594,2.2908757,-1
petroleum,7.075925,7.383855,34
"water pollutants, chemical",6.0475693,4.2755017,-1
"water pollution, chemical",6.049562,4.276722,-1
water supply,-2.4636931,9.432135,-1
natural gas,10.208003,-6.271001,11
radon,-1.3261365,2.835284,13
analytic method,3.2305274,2.9774683,58
article,4.30419,1.3439566,22
biofuel production,4.964935,2.7647746,-1
controlled study,7.7710943,-1.5207214,21
gamma spectrometry,3.6895673,2.4241855,58
image analysis,2.8190482,2.1921494,56
pipeline,6.9248505,1.7999243,-1
natural gas,10.203499,-6.2769675,11
adolescent,15.734568,4.8430247,-1
adult,14.265479,2.3175726,20
aged,4.065806,3.886834,4
agriculture,3.7720244,7.3004217,-1
child,-1.7258202,5.296119,6
coal mining,3.1445534,1.2771171,-1
epidemiology,-4.5829487,2.9498687,-1
hospitalization,2.8305538,-3.7945383,31
human,1.9440556,7.3953514,1
male,2.9087052,4.0797563,18
middle aged,4.0054846,1.2057726,12
oil industry,2.0578651,3.0314462,-1
queensland,4.269829,1.3884662,32
regression analysis,3.8193083,2.1454022,-1
spatial analysis,2.8428576,2.6047583,-1
statistics and numerical data,2.6846755,2.6674917,-1
theoretical model,3.4654822,2.6800706,-1
young adult,11.935141,-4.1454897,-1
adolescent,15.712563,4.8459,-1
adult,14.251271,2.3200328,20
aged,4.0359864,3.8539174,4
agriculture,3.766954,7.3072305,-1
child,-1.730074,5.2877584,6
coal industry,-2.178775,1.3868464,-1
hospitalization,2.814841,-3.8101444,31
humans,3.0939765,3.0077868,3
male,2.8465192,4.123162,18
middle aged,4.0314307,1.1994447,12
"models, theoretical",4.1745305,2.4791179,-1
natural gas,10.202135,-6.1510386,11
oil and gas industry,2.8179502,5.817281,35
queensland,4.2698708,1.3884279,32
regression analysis,3.819334,2.1453478,-1
spatial analysis,2.8427758,2.6049364,-1
young adult,11.919068,-4.1274714,-1
natural gas,10.111874,-6.212439,11
natural gas,10.219572,-6.2933674,11
adult,14.231443,2.355298,20
apgar score,1.0249181,7.4412518,-1
article,4.2921696,1.4140913,22
birth weight,4.3467712,1.2625667,-1
cohort analysis,7.9438806,1.91461,27
electronic medical record,3.2783315,4.3272033,57
female,1.1425437,13.540955,17
fracking,-4.220593,11.979558,-1
gestational age,4.4010253,1.188252,-1
health care system,3.2435718,4.738944,57
high risk pregnancy,1.2493012,7.2336087,-1
human,1.9608268,7.528468,1
major clinical study,5.6753697,3.4849315,-1
mother,-1.5971113,5.3981814,6
newborn,11.995425,10.890824,15
physician,3.2767115,4.5395885,57
pregnancy outcome,5.6051793,2.4407203,-1
premature labor,11.934117,10.791248,15
priority journal,6.032896,1.5956712,16
retrospective study,10.169624,-5.483305,-1
small for date infant,4.399342,1.1913612,-1
united states,3.1762292,6.9992476,10
apgar score,1.0247781,7.4412394,-1
birth weight,4.3493,1.26289,-1
demography,10.98835,10.955572,-1
electronic health record,3.28793,4.3439336,57
high risk pregnancy,1.241416,7.240076,-1
male,2.9395761,4.089181,18
maternal exposure,3.3260832,7.9934435,-1
multilevel analysis,3.1387858,2.131616,-1
oil industry,2.057612,3.0311317,-1
pennsylvania,7.3326063,5.0396023,-1
pregnancy,5.054041,9.927142,-1
pregnancy outcome,5.6052585,2.4406734,-1
premature birth,11.927082,10.783693,15
proportional hazards model,3.7934315,2.5993242,-1
statistical model,4.1358743,2.5171134,-1
statistics and numerical data,2.7158403,2.6742513,-1
apgar score,1.0246066,7.441094,-1
birth weight,4.349365,1.2630614,-1
cohort studies,7.9459887,1.9139239,27
electronic health records,3.290286,4.326908,57
female,1.0544356,13.442629,17
humans,3.157133,2.9554102,3
hydraulic fracking,-5.627503,10.4170885,6
"infant, newborn",12.029122,10.885631,15
"infant, small for gestational age",4.3899026,1.2037901,-1
linear models,3.5337036,2.6776497,-1
logistic models,2.90509,4.249474,-1
male,2.8272846,4.1264863,18
maternal exposure,3.326097,7.993463,-1
multilevel analysis,3.1386807,2.1290016,-1
natural gas,10.257152,-6.301306,11
oil and gas industry,2.8188531,5.812605,35
pennsylvania,7.3231997,5.0249333,-1
pregnancy,5.05224,9.928207,-1
pregnancy outcome,5.604869,2.4411008,-1
"pregnancy, high-risk",1.2672853,7.196828,-1
premature birth,11.943896,10.801638,15
proportional hazards models,3.5821745,2.658566,-1
residence characteristics,3.0655818,4.0523286,-1
retrospective studies,10.169628,-5.4833064,-1
carbon capture,4.9488688,6.77646,40
carbon dioxide,13.275927,5.1083875,7
coal storage,5.385482,3.2145605,-1
economic geology,3.5451946,4.3737326,47
electric energy storage,3.4816992,2.3430035,55
energy policy,3.0950809,2.1703715,45
energy resources,7.243052,3.6318507,-1
environmental impact,1.5165513,6.0097785,41
fossil fuel deposits,-0.49435693,12.014517,-1
fossil fuels,6.3324194,-5.7507524,2
gas emissions,9.499623,0.62701565,-1
greenhouse gases,0.4298418,-3.4251797,30
life cycle,7.210371,8.047171,-1
mineral resources,0.80791086,4.820869,35
natural gas,10.108232,-6.1868825,11
natural gas deposits,6.644037,2.9797888,-1
optimization,3.5955951,3.2433417,58
renewable energy resources,3.3789246,2.447158,45
solar energy,3.6740773,2.2225463,55
wind power,3.4214013,2.109104,-1
carbon capture and storages (ccs),4.95119,6.7865577,40
global electricity demands,3.135855,1.9449071,45
life cycle assessment (lca),6.9963655,7.5835676,-1
power system,3.5264602,2.3902345,55
remix,-1.3878044,2.6710365,42
themis,-1.4104328,2.649663,42
transmission capability,3.4988859,2.4426284,55
variable renewable energies,3.336428,2.4374502,45
climate change,3.4303174,1.4606426,-1
climate change,3.442833,1.4697508,-1
electricity generation,3.2582192,-2.648411,-1
electricity supply,3.1617408,1.9852085,45
electrification,3.5018802,2.415645,45
energy conservation,3.989647,1.0877274,-1
environmental impact,1.4990592,6.0291705,41
fossil fuel,-0.48831242,12.001394,-1
greenhouse gas,2.705102,0.63678664,-1
life cycle analysis,6.975036,7.5647883,-1
mineral resource,0.9600499,4.808547,35
natural gas,10.080172,-6.1457806,11
renewable resource,3.3708646,2.446902,45
solar power,3.6755197,2.2203572,55
wind power,3.4214501,2.1092381,-1
europe,9.460033,-1.7729281,-1
forensic engineering,2.9033577,4.2336946,-1
natural gas,10.192356,-6.253052,11
shopping centers,3.3306148,4.6335344,57
underground cables,5.2273116,3.214115,-1
distribution piping,4.060579,2.8026464,-1
electrical cables,3.4832773,2.34571,55
gas leaks,7.567458,0.5148156,43
gas mains,7.5661097,0.50414735,43
nfpa 921,-1.3996816,2.6523569,42
underground pipes,5.2537103,3.2307093,-1
explosions,4.177595,3.2008083,49
ammonia,4.27723,3.1196308,-1
energy balance,3.2909186,2.4255784,45
energy efficiency,3.052256,3.0883012,-1
eutrophication,4.0822186,4.4072914,47
fuels,7.103836,7.323569,34
global warming,3.4963315,3.5000186,-1
life cycle,7.2104087,8.047216,-1
methanol,4.883032,2.816629,-1
biomass productions,4.9340167,2.7685225,-1
biomethane,-1.3245177,2.6052783,42
combined heat and power,3.8286061,2.427865,55
eutrophication potentials,4.453125,3.7951896,-1
global warming potential,3.4957418,3.4990914,-1
life cycle perspectives,7.210385,8.047166,-1
platform chemicals,3.0438643,1.3605336,-1
technical systems,3.470451,3.0748804,58
environmental impact,1.4992162,6.0290666,41
air pollutant,2.2022798,17.382711,-1
natural gas,10.105094,-6.1607366,11
air pollutant,2.2028127,17.381714,-1
analysis,2.8132274,2.1815526,56
environmental monitoring,6.5680594,-4.8058434,19
oil and gas field,-6.002876,-2.169629,-1
united states,3.1605191,7.043768,10
air pollutants,12.316078,10.811096,-1
environmental monitoring,6.5800734,-4.794365,19
natural gas,10.085175,-6.090694,11
oil and gas fields,3.2758725,2.3131497,-1
united states,3.2313552,6.9756756,10
natural gas,10.225589,-6.2898383,11
environmental exposure,4.0225177,2.3102462,0
female,1.0912338,13.461791,17
human,1.9144052,7.440673,1
international cooperation,3.8860252,6.1186037,-1
male,2.879762,4.1467257,18
mining,8.277697,8.45156,-1
occupational exposure,7.1568227,0.97591954,-1
occupational health,4.563831,9.279145,-1
prevention and control,4.8705196,3.1747863,-1
risk assessment,-5.78958,2.535143,25
rural population,5.548808,-2.7536275,-1
south australia,4.2683363,1.3974395,32
standards,3.285592,4.035358,-1
statistics and numerical data,2.6851912,2.667519,-1
united states,3.252839,6.960083,10
environmental exposure,4.075591,2.2443368,0
extraction and processing industry,3.2587712,3.0906777,-1
female,1.1088287,13.470609,17
humans,3.2017217,2.8889706,3
international cooperation,3.8860672,6.1185813,-1
male,2.8556414,4.1105013,18
natural gas,10.09092,-6.1895547,11
occupational exposure,7.1211386,1.017824,-1
occupational health,4.529705,9.315041,-1
risk assessment,-5.8155274,2.5338845,25
rural population,5.548843,-2.7536638,-1
south australia,4.2703247,1.3943912,32
united states,3.2383623,6.9490533,10
radon,-1.327338,2.8342233,13
cancer risk,4.684397,2.537765,53
case control study,3.9157162,3.5440361,-1
dose response,4.039588,2.9316773,-1
drug exposure,2.8881278,4.2980714,44
histology,2.4498746,5.416546,-1
human,2.0798552,7.5124907,1
lung cancer,4.62818,2.5545783,53
meta analysis (topic),3.2344072,2.4960303,56
priority journal,6.057139,1.5853385,16
review,10.436282,4.1228127,-1
risk factor,0.6148804,-4.953583,-1
smoking,8.833196,10.671446,-1
acetic acid,4.4599204,2.6414812,54
ammonium chloride,4.2003684,2.7703173,54
malic acid,4.4691963,2.644445,54
natural gas,10.163188,-6.2308216,11
syngas,4.0953054,2.7195544,-1
unclassified drug,2.9743438,4.792064,44
anaerobic bacterium,2.6068769,3.879009,-1
analytic method,3.2299542,2.977477,58
article,4.2935386,1.391925,22
aspergillus oryzae,-1.0780401,3.1671748,42
carbon source,4.08692,8.225164,-1
clostridium,2.5074575,3.849434,-1
clostridium ljungdahlii,2.5115495,3.8504891,-1
fermentation,4.1407933,2.6588051,-1
fermentation optimization,4.140745,2.6583362,-1
fungus fermentation,4.140604,2.6590877,-1
gas chromatography,4.205548,2.14846,-1
ion chromatography,4.0417967,2.539065,-1
mixed cell culture,4.394318,2.6644351,53
nitrogen concentration,6.5798798,3.6340759,-1
nonhuman,10.331964,12.283856,-1
syngas fermentation,4.1417212,2.6638856,-1
petroleum,7.0748854,7.388157,34
radon,-1.3089104,2.8519902,13
radon 220,6.214004,-1.5756472,-1
aquifer,5.637377,4.374996,-1
article,4.2951255,1.3363156,22
concentration (parameters),9.82861,8.879274,37
gas analysis,5.9132733,1.5725276,-1
gas diffusion,4.27405,2.55247,-1
gas transport,5.5011916,2.2844243,-1
molecular weight,3.452488,2.9305794,-1
oil field,3.3995128,3.3498929,-1
river,3.8908494,4.250168,47
soil,5.568949,4.2728324,-1
venezuela,-0.1070802,0.8190144,36
arctic vehicles,3.2521791,2.79379,-1
budget control,3.4154363,2.9500527,58
crashworthiness,-1.422547,2.5861955,42
ecology,-1.5026134,-3.4867294,-1
ecosystems,5.180026,4.2407503,-1
forestry,3.71562,7.350998,-1
land use,4.1291513,3.8062563,-1
mineral resources,0.8081928,4.820924,35
natural gas vehicles,5.5446596,2.2890425,-1
permafrost,3.8159266,4.3791523,47
remote sensing,3.5525103,2.7137434,58
vegetation,5.266726,4.2233715,-1
corona,-1.2955066,2.5278645,42
land-use change,4.124752,3.7821858,-1
landsat,-1.399509,2.6429818,42
quickbird,-1.445103,2.750378,42
remote sensing index,3.54178,2.7118318,58
climate change,3.4305196,1.460399,-1
arctic environment,6.3724113,1.3150735,-1
climate change,3.390036,1.4206847,-1
land cover,4.106333,3.8333695,-1
land use change,4.1277432,3.802806,-1
landsat,-1.391713,2.58828,42
permafrost,3.8156378,4.378879,47
quickbird,-1.3591233,2.6201894,42
remote sensing,3.5448909,2.712917,58
nadym,-1.4197716,2.6186647,42
russian federation,4.1682644,1.4954411,-1
siberia,-1.3115472,2.5793746,42
yamalo-nenets,4.0287166,3.4076037,58
animalia,-1.3807441,2.518084,42
biomass,5.9466505,5.0539126,-1
commerce,5.5117745,2.3194268,38
costs,3.0541956,3.7213156,-1
crashworthiness,-1.427295,2.5724926,42
energy utilization,3.0518968,3.088357,-1
ethanol,5.1582427,2.7419,-1
ethylene,4.343547,2.761307,54
feedstocks,1.4335885,-0.73571926,-1
finance,3.6134205,4.280194,-1
fossil fuels,6.300187,-5.7876654,2
fuels,7.1043234,7.3232327,34
gas emissions,9.49903,0.62799716,-1
greenhouse gases,0.43238822,-3.4243233,30
petroleum transportation,1.9271597,8.9308405,-1
bulk chemicals,4.720005,3.6086388,-1
environmental parameter,3.4250557,2.810807,58
ethanol production,4.986849,2.7666543,-1
financial implications,3.6200132,4.3090086,-1
financial performance,3.6436262,4.2535954,-1
fossil energy consumption,3.4355297,1.6824496,45
strategic values,3.2850199,3.8372378,-1
transportation fuels,1.9274337,8.93064,-1
life cycle,7.210417,8.0471325,-1
biofuel,1.4891785,-0.6869954,-1
biomass,5.9484725,5.055658,-1
ethanol,5.15821,2.742006,-1
ethylene,4.3406014,2.7631586,54
life cycle analysis,6.9824176,7.572188,-1
transportation system,3.5552714,3.542613,-1
united states,3.2233896,6.9700246,10
coal,0.9401776,6.2263036,14
natural gas,10.197262,-6.2776423,11
adult,14.26772,2.326172,20
biomass,5.948405,5.055641,-1
birth weight,4.349274,1.2623435,-1
china,-1.935595,-3.6350827,-1
cohort analysis,7.9436836,1.9147687,27
cooking,14.948882,6.7152925,9
electromagnetic radiation,3.866853,2.3471208,58
female,1.1830808,13.543804,17
fetal growth retardation,4.5737095,2.7624574,53
human,1.9714533,7.4144354,1
low birth weight,4.3538475,1.267984,-1
male,2.8309684,4.1380973,18
newborn,11.994453,10.891303,15
pregnancy,5.052508,9.927964,-1
premature birth,11.939549,10.798809,15
prematurity,4.814177,2.030861,-1
prenatal exposure,5.4227824,3.189761,-1
statistics and numerical data,2.6848166,2.6674597,-1
young adult,11.934026,-4.14429,-1
adult,14.258726,2.3370464,20
biomass,5.9484787,5.055662,-1
birth weight,4.3495746,1.2640176,-1
china,-1.9407123,-3.6404967,-1
coal,0.9364133,6.224152,14
cohort studies,7.9442306,1.9154792,27
cooking,14.946557,6.7130084,9
electromagnetic radiation,3.8584123,2.3494463,58
female,1.1549052,13.539359,17
fetal growth retardation,4.5739765,2.7619736,53
humans,3.2526243,2.7883296,3
"infant, low birth weight",4.3616495,1.2467693,-1
"infant, newborn",12.028599,10.886099,15
"infant, premature",12.011228,10.872296,15
male,2.9231691,4.103109,18
natural gas,10.126121,-6.144245,11
pregnancy,5.0543823,9.926304,-1
premature birth,11.944784,10.802644,15
prenatal exposure delayed effects,5.4227624,3.189759,-1
young adult,11.933643,-4.1437907,-1
liquefied natural gas,9.773526,1.8654249,-1
article,4.25235,1.4080873,22
comparative study,7.7399397,2.414526,27
measurement,3.7113876,2.700814,58
membrane,4.1941557,2.6238933,-1
pressure,4.1821914,2.8099697,58
quantitative study,3.201958,3.0353599,-1
reduction,2.9247365,3.7265437,-1
sampling,6.870712,7.4827733,39
tank,5.466622,3.422295,-1
time series analysis,3.6005692,2.946429,-1
accidents,12.049433,-0.67644334,-1
bayesian networks,3.133599,2.2804053,-1
liquefied natural gas,9.760411,1.8518848,-1
probability,2.664387,3.1689653,-1
professional aspects,3.7017605,3.869454,-1
risk management,9.989888,2.7215805,-1
safety engineering,3.2297375,3.9855273,-1
ships,5.2145767,3.604437,-1
accident models,6.6540666,2.3227494,-1
accident precursors,6.5789013,2.3527312,-1
bayesian updating,3.1317809,2.276513,-1
fault and event trees,3.5563073,3.1347647,-1
liquefied natural gas (lng),5.285083,3.2942805,-1
network-based approach,3.5470943,3.3201146,58
occurrence probability,2.664019,3.1705058,-1
predictive modeling,3.3682814,2.6203077,-1
accident prevention,6.6223183,2.4551518,-1
liquefied natural gas,9.760181,1.8516524,-1
accident modeling methodology,3.3931596,2.6387086,-1
article,4.1857944,1.3287529,22
bayesian network,3.127724,2.2702093,-1
calculation,3.2909787,2.8013167,58
controlled study,7.7721705,-1.5178844,21
engineering,2.905559,4.2317815,-1
industry,5.187206,2.4138005,38
methodology,-0.36150774,4.7100787,23
occupational safety,3.4004693,-3.0919068,-1
prediction,2.9331841,4.9510365,-1
priority journal,6.0382695,1.5979668,16
probability,2.6636965,3.1706836,-1
risk assessment,-5.82826,2.538672,25
statistical analysis,2.8472342,2.1619492,56
adult,14.251978,2.3269825,20
aged,4.020831,3.8837242,4
article,4.314369,1.4133704,22
biomass,5.948454,5.0556602,-1
body mass,3.8003738,2.2277539,-1
chronic obstructive lung disease,5.043915,2.2953663,53
controlled study,7.7691407,-1.523472,21
correlation analysis,2.8835952,2.119408,56
education,3.137384,4.6060157,57
ethnic group,1.2505009,6.702548,-1
ethnicity,4.8440204,1.2345467,-1
female,1.1518872,13.530403,17
forced expiratory volume,4.553953,2.0389302,53
forced vital capacity,3.450243,2.2074952,45
household,6.811347,5.667386,-1
human,1.9817243,7.565527,1
li (people),9.674573,8.713691,37
logistic regression analysis,3.8201787,2.1444302,-1
major clinical study,5.6763196,3.4647915,-1
male,2.8905952,3.98806,18
middle aged,4.0250506,1.205623,12
observational study,7.705436,1.9484835,27
passive smoking,8.833609,10.67101,-1
questionnaire,2.1750062,0.7955269,-1
risk assessment,-5.8280835,2.5456998,25
risk factor,0.6149851,-4.953676,-1
spirometry,4.7579455,2.0713904,53
adverse effects,1.3320082,3.0164042,-1
age,3.8552423,1.2470908,12
asian continental ancestry group,1.2506198,6.702404,-1
china,-1.936429,-3.636216,-1
epidemiology,-4.582957,2.9498637,-1
ethnology,4.076321,2.401785,-1
health status,4.9963684,-3.49492,-1
health survey,9.303603,4.158911,-1
housing,-1.766663,9.615995,-1
incidence,8.938878,5.0521507,-1
lung,4.628401,2.3138638,53
