,x,y,label
virus-like particles,7.210416,0.61661786,-1
indicators (chemical),8.809952,4.6674747,-1
calcium,10.394165,5.0296783,6
calcium channel,10.5135355,5.1069,6
cyclic nucleotide gated channel,12.606792,5.137047,-1
ligand gated ion channel,12.479184,5.078745,-1
biomimetics,5.111883,5.1708336,4
fluorescence,7.9872513,6.0311327,6
metabolism,14.659483,6.269245,-1
procedures,7.998877,6.325622,6
virion,8.548735,4.9681125,6
biomimetics,5.0696588,5.1902623,4
calcium,10.385038,5.0280313,6
calcium channels,10.516102,5.104483,6
cyclic nucleotide-gated cation channels,12.579263,5.1547785,-1
fluorescence,7.986987,6.032788,6
ligand-gated ion channels,12.443661,5.07543,-1
virion,8.542796,4.961457,6
compressed natural gas,4.6298614,10.472122,-1
ecology,6.689265,6.859081,5
economic analysis,7.0016694,7.018241,6
gas fuel analysis,8.901507,5.9908605,6
gases,17.088535,6.0783954,-1
information management,8.160566,6.679214,6
liquefied natural gas,9.615745,8.671474,2
natural gas wells,9.553775,8.624474,2
clean fuel,8.969169,5.7264147,-1
ecological and economic,7.764503,6.54826,6
ecological evaluation,7.6219444,6.67879,6
economic evaluations,7.053129,6.964147,6
managerial decision,7.6974673,7.3026404,6
marine transportation,8.500524,6.6643643,6
natural gas transportation,9.607605,8.655447,2
automotive fuels,8.541667,6.4972477,6
drives,8.3012495,6.702859,6
ecology,6.689286,6.8589664,5
economic analysis,7.006615,7.013404,6
life cycle,4.662576,9.273259,-1
metal analysis,8.08903,6.1729913,6
metallurgy,8.3807125,6.5489345,6
metals,9.845816,4.9743967,6
production control,8.278413,6.555149,6
sustainable development,9.004455,6.0830326,-1
alternative motor fuels,9.82066,1.8212187,-1
industrial enterprise,8.38186,6.5620303,6
life cycle assessment (lca),9.167497,3.989597,-1
life cycle assessment analysis,9.131968,3.7431228,-1
manufacturing enterprise,8.381119,6.5690217,6
metallurgical enterprise,8.38097,6.562743,6
production schedule,8.28573,6.564753,6
statistical evaluation,7.335871,6.9850626,6
alternative fuels,9.740148,1.7980292,-1
air quality,10.27737,5.341076,-1
carbon,13.137963,8.697322,0
climate change,4.2112937,5.0488043,-1
coal combustion,8.6622715,5.974165,-1
coal deposits,9.26039,6.1572676,6
cooling systems,8.49601,6.38566,6
emission control,8.864226,6.8772173,-1
fuel cells,8.78181,5.3556585,6
gas generators,8.847329,6.3788705,6
gases,17.08948,6.079183,-1
greenhouse gases,17.094742,6.088948,-1
life cycle,4.6630473,9.274076,-1
methane,11.091821,1.6472288,-1
natural gas,9.5660095,8.642751,2
natural gas deposits,9.556347,8.64355,2
natural gas well production,8.987921,6.0694942,6
pollution,7.6880727,3.341292,6
proven reserves,8.228109,7.2180867,6
co benefits,8.183629,6.0373206,6
combined cooling heating and power,8.585868,6.250632,6
electricity generation,8.939595,6.8290563,6
environmental benefits,7.908586,6.518228,6
greenhouse gas (ghg),8.660488,6.5814023,-1
natural gas power generations,9.52336,8.676689,2
natural-gas production,8.984982,6.0693393,6
resource availability,8.403061,7.5627565,6
gas emissions,6.3313847,1.3385735,-1
alternative fuel,10.307387,1.6838408,-1
entrepreneur,5.0091605,5.2032413,4
innovation,8.228945,6.2283406,6
model,7.6173453,7.2977376,6
natural gas,9.590592,8.556714,2
strategic approach,7.658561,6.9224463,6
substitution,5.1703086,5.4504333,4
sustainability,10.169968,2.618448,-1
transport vehicle,8.599596,6.5697823,6
china,7.1592007,2.0966432,3
sichuan,5.0264,5.289673,4
employment,7.791422,6.5521765,6
facings,5.026836,5.2767453,4
international trade,8.020345,6.600453,6
productivity,8.026479,7.6969595,6
economic crisis,7.771304,6.5307755,6
economic growths,7.7874956,6.489892,6
economic progress,7.75739,6.532864,6
engine drivers,8.438592,6.716781,6
global market,8.029872,6.663269,6
industrial problem,8.491154,6.3621993,6
production outputs,8.259042,6.576267,6
productivity improvements,8.017137,7.6723514,6
manufacture,8.44313,6.617365,6
air pollution,9.158477,4.7267504,-1
alternative fuels,9.73991,1.7979937,-1
bus transportation,8.143955,6.307889,6
buses,8.170858,6.300762,6
charging (batteries),9.858118,7.71861,-1
compressed natural gas,4.630061,10.471922,-1
costs,8.1614275,6.1809945,-1
economics,7.608172,6.9575615,6
electric ignition,8.225384,6.325919,6
greenhouse gases,17.11746,6.1100564,-1
life cycle,4.6637726,9.27496,-1
liquefied natural gas,9.611374,8.670751,2
secondary batteries,9.878131,7.7089033,-1
battery electric bus (beb),9.854098,7.7188334,-1
compressed natural gasses (cng),9.28436,7.287967,-1
criteria air pollutants,8.291957,4.149805,6
externality,5.2219267,5.210169,4
liquefied natural gas (lng),9.280104,7.283682,-1
ownership costs,8.14658,6.218611,6
particulate matter emissions,7.5334125,2.2307184,-1
transit bus,8.104351,6.370455,6
cost benefit analysis,8.149094,6.299414,6
alternative fuel,10.306879,1.6842605,-1
atmospheric pollution,7.7302732,2.9664958,-1
bus transport,8.155032,6.3050213,6
diesel,8.904539,5.6733255,-1
greenhouse gas,8.358081,0.9935312,-1
life cycle analysis,9.126163,3.6978984,-1
ownership,8.029166,6.471915,6
particulate matter,7.209308,0.6020967,-1
gis,7.8754644,7.8406568,-1
land use,8.436198,6.1059084,6
population density,7.5664425,6.5468197,6
socioeconomic conditions,7.8727117,6.4336467,6
urban area,7.5811553,6.096839,6
urban growth,7.6896577,6.3041306,6
urban population,7.6230226,6.2685256,6
urban sprawl,7.588876,6.171304,6
arunachal pradesh,5.4567466,5.1892877,4
bagmati,5.109753,5.1957426,4
bhutan,5.222704,5.312441,4
dehradun,5.4620976,5.196291,4
gangtok,5.0292153,5.292569,4
himachal pradesh,5.457461,5.1930947,4
india,6.5887275,3.0870266,3
itanagar,4.9745355,5.2078023,4
jammu and kashmir,5.471675,5.1674757,4
kathmandu,5.1231585,5.238717,4
nepal,6.6779857,3.0510478,3
shimla,5.461536,5.1911297,4
sikkim,5.4023085,5.2201614,4
srinagar [jammu and kashmir],5.471803,5.178744,4
thimphu,5.075399,5.3255844,4
uttarakhand,5.4344873,5.19376,4
dna,7.236213,4.907725,6
flower,8.739267,5.5556307,6
foraging behavior,8.388272,5.6114874,6
grassland,8.419206,5.6721964,6
insect,8.634544,5.1100335,6
mountain environment,7.6540766,6.067389,6
plant-pollinator interaction,8.757021,5.539463,6
pollen,8.64194,5.1186166,6
pollination,8.764809,5.375605,6
apoidea,5.043636,5.1864276,4
diptera,5.0389705,5.324718,4
hexapoda,5.067796,5.2650027,4
hymenoptera,5.085419,5.1837454,4
engines,5.9876676,1.8233174,1
vehicle performance,8.345331,6.7538495,6
vehicles,8.641934,6.5249033,6
data collection,7.50807,6.9220686,6
dynamic measurement,7.825762,6.7258515,6
moment of inertia,8.116074,6.1646686,6
performance parameters,7.8895836,6.5790544,6
speed characteristics,8.22403,6.426153,6
technical conditions,7.9206023,6.534533,6
technical state,7.9218445,6.593782,6
vehicle operations,8.305488,6.4848065,6
parameter estimation,7.715915,6.7709103,6
cost benefit analysis,8.149084,6.30015,6
desalination,8.704121,5.233745,6
diesel engines,5.9994,1.8581759,1
engines,5.992611,1.843646,1
evaporators,5.1005583,5.430159,4
exergy,5.063257,5.1903186,4
fluids,8.34997,5.8476987,6
marine engines,5.9767313,1.8429219,1
mixtures,8.793014,5.6519184,6
product design,8.12447,6.742967,6
rankine cycle,5.2150984,5.208788,4
waste heat,8.517067,5.789397,6
waste heat utilization,8.54611,5.803912,6
water,8.592954,5.291067,6
exergoeconomic,5.1111436,5.236869,4
exergoeconomic analysis,7.11164,6.9770594,6
heavy-duty diesel engine,5.996331,1.9470544,1
organic rankine cycles,9.515657,4.715348,6
reverse osmosis desalination,8.688959,5.2530403,6
ro desalination,8.695687,5.2449927,6
storc,5.1547723,5.3118,4
zeotropic mixture,8.738895,5.649636,6
multiobjective optimization,5.622451,6.792417,-1
desalination,8.69431,5.2226405,6
engine,6.0096087,1.9100822,1
exergy,5.1449785,5.231265,4
heat source,8.435425,5.828417,6
optimization,5.622386,6.7924237,-1
reverse osmosis,8.671593,5.258885,6
thermodynamics,7.9868183,5.2420254,6
biogas,8.614251,4.774812,-1
carbon dioxide,13.250373,8.746709,0
hydrogen sulfide,10.889493,5.633149,-1
rna 16s,7.0493255,4.6558533,6
rna 18s,7.050091,4.649989,6
biofuel,24.052666,6.208076,-1
adaptation,7.8191476,5.3769855,6
biogas,8.615332,4.7736025,-1
bioreactor,9.470918,4.2037444,-1
biotechnology,6.924415,7.2054944,5
carbon fixation,13.090344,8.807424,0
community structure,7.82133,6.291858,6
genetic analysis,7.7942915,6.5540047,6
microalga,5.111936,5.2570176,4
microbial community,7.860479,6.031015,6
microbial ecology,6.6880474,6.8504095,5
optimization,5.622785,6.7923913,-1
pollutant removal,8.304089,4.381291,6
specialization,5.233742,5.4674754,4
species richness,7.9347486,5.999815,6
algal community,7.8768096,6.02318,6
article,-5.194557,4.5168524,-1
carbon dioxide fixation,13.096411,8.817317,0
controlled study,7.2635136,12.66613,-1
denaturing gradient gel electrophoresis,8.483462,5.7636156,6
gene sequence,8.335735,4.590817,6
microalga,4.9432793,5.22719,4
microscopy,7.980739,6.034927,6
nonhuman,-3.7973962,18.442064,-1
photobioreactor,4.980574,5.1734037,4
scenedesmus,5.11669,5.2694597,4
soda lake,8.519621,5.19271,6
specialization,5.2193613,5.41965,4
"growth, development and aging",8.171055,6.3965645,6
isolation and purification,8.623115,5.318418,6
lake,8.426135,5.0483623,6
metabolism,14.65975,6.2695885,-1
microalga,5.2718344,5.195071,4
microbiology,6.9571843,7.209923,5
lake texcoco,8.42441,5.0409193,6
mexico [mexico (ntn)],6.87783,2.8264883,3
mexico [north america],6.8598323,2.835712,3
picochlorum,5.255589,5.2685523,4
scenedesmus,5.084896,5.2796583,4
biofuels,24.051739,6.207518,-1
carbon dioxide,13.224018,8.7227745,0
lakes,8.405539,5.0288954,6
microalgae,9.024705,5.4586754,6
photobioreactors,5.0955696,5.2352986,4
"rna, ribosomal, 16s",7.042438,4.6543775,6
scenedesmus,5.1126246,5.219772,4
algorithm,7.729075,7.04215,6
bioclimatology,5.0855613,5.222105,4
biodiversity,6.8300943,5.6351914,-1
classification,1.9684018,6.7878795,-1
climate conditions,4.263181,5.0437083,-1
conservation planning,7.890197,6.29809,6
environmental management,8.497919,6.0787807,6
habitat management,8.492315,6.060175,6
land cover,8.4362,6.107294,6
principal component analysis,8.143334,6.6142554,6
prioritization,8.1079235,6.592674,6
protected area,7.5808783,6.091426,6
regional climate,4.250935,5.061466,-1
site investigation,8.109397,6.9726815,6
social characteristics,7.747884,6.534696,6
species conservation,7.9230137,6.0602803,6
northeast asia,6.9932814,2.6321812,3
diesel engines,5.996856,1.8526105,1
diesel fuels,8.919141,5.643824,-1
engines,5.9929366,1.8434854,1
exhaust gases,9.345913,8.280938,-1
fuel filters,8.910012,5.60275,-1
fuels,9.240184,5.890422,6
gases,17.088402,6.078316,-1
natural gas,9.589323,8.666676,2
neutron emission,7.6358576,4.269408,6
opacity,4.9548616,5.1432996,4
particulate emissions,7.5349927,2.238307,-1
dual fuel diesel engine,6.1425714,2.1989377,1
ecological property,7.7534733,6.5687194,6
engine reliability,6.035094,1.9812105,1
filter regeneration,8.662207,5.365558,6
fractional distribution,7.6623282,6.7735767,6
new european driving cycles,4.593667,9.33305,-1
particulate matter,7.2034073,0.6012732,-1
particulate matter emissions,7.5333138,2.2303965,-1
dual fuel engines,6.146159,2.208149,1
vegetable oil,9.054913,5.663979,6
sunflower oil,9.045149,5.653643,6
transcriptome,9.331078,6.5871572,-1
vegetable oil,9.073827,5.674672,6
allele,7.5777407,4.902381,-1
crop plant,8.780117,5.5949006,6
ecosystem resilience,8.117627,5.8195095,6
evolutionary biology,6.9683867,6.5929575,5
flower,8.738389,5.555672,6
flowering,8.76695,5.54847,6
gene expression,8.451541,4.4856014,6
genetic analysis,7.793943,6.554477,6
genetic structure,7.387796,6.1133227,6
genome,8.501481,5.0894976,6
herb,8.741735,5.5673566,6
metabolism,14.660768,6.269942,-1
oil,9.053896,5.6752744,6
article,-5.158733,4.5583205,-1
controlled study,7.2628202,12.666866,-1
flowering,8.766365,5.5482035,6
gene duplication,8.4290695,4.532139,6
gene expression,8.452956,4.484351,6
genetic variability,7.1314287,6.138692,6
genome analysis,7.7634764,6.5786037,6
helianthus annuus,5.0889196,5.1630845,4
nonhuman,-3.7917352,18.424604,-1
plant evolution,8.742192,5.4523296,6
plant genome,8.737827,5.3819795,6
plant metabolism,14.660282,6.2688775,-1
priority journal,8.143867,17.419674,-1
quantitative genetics,9.150878,10.214976,-1
transcriptomics,5.047561,5.226018,4
acclimatization,5.19961,5.5627036,4
classification,1.9684074,6.7878766,-1
dna sequence,7.137787,4.7114515,6
flower,8.735573,5.554937,6
gene expression regulation,8.066738,3.755724,6
genetic variation,7.144076,6.1418357,6
genetics,9.158777,10.216303,-1
genomics,13.446299,8.297174,-1
metabolism,14.661089,6.2692075,-1
molecular evolution,6.959085,6.5180297,5
physiological stress,7.949125,5.660102,6
physiology,7.2935767,7.1081057,-1
plant genome,8.737585,5.3827996,6
sunflower,9.026161,5.6253424,6
asterids,5.1217766,5.2100787,4
helianthus,4.992646,5.239717,4
helianthus annuus,5.0038357,5.186205,4
acclimatization,5.1996126,5.5627427,4
"evolution, molecular",6.95634,6.52443,5
flowers,8.731304,5.5528646,6
gene duplication,8.427141,4.532472,6
"gene expression regulation, plant",8.0754795,3.889543,6
genetic variation,7.137344,6.139168,6
"genome, plant",8.727074,5.3835135,6
genomics,13.446294,8.2971735,-1
helianthus,5.0882716,5.234854,4
plant oils,8.850379,5.6387944,6
"sequence analysis, dna",7.3775425,5.0638742,6
"stress, physiological",7.953498,5.661495,6
transcriptome,9.331078,6.5871477,-1
air pollution,9.124174,4.761393,-1
air quality,10.280325,5.3379,-1
crashworthiness,5.1738462,5.261253,4
environmental impact,7.8850436,6.435616,6
fossil fuels,7.6801248,3.3842742,-1
gas emissions,6.339073,1.3435044,-1
greenhouse gases,17.09761,6.0847545,-1
life cycle,4.664695,9.276205,-1
mass transportation,8.257766,6.5576625,6
quality control,10.146186,5.3769,-1
supply chains,8.931376,7.5092278,6
transit time devices,8.205135,6.518228,6
environmental life cycle assessment,9.033854,4.1483927,-1
greenhouse emissions,7.796694,3.0739105,6
last mile,5.29959,5.4455566,4
life cycle assessment (lca),9.16715,3.9881346,-1
multi-modal,7.903093,6.747357,6
public transportation,8.091796,6.4935174,6
supply chain analysis,8.925626,7.4983006,6
transit,8.15312,6.3788824,6
automobiles,9.476529,7.828633,-1
air quality,10.280995,5.3371086,-1
automobile,8.530191,6.65845,6
emission inventory,10.005102,6.5769234,-1
environmental impact assessment,7.879293,6.450201,6
greenhouse gas,8.358096,0.99355805,-1
life cycle analysis,9.126198,3.6984577,-1
public transport,8.092378,6.4885015,6
california,6.850482,2.8127708,3
los angeles [california],6.8556547,2.828895,3
united states,3.5303524,5.9171624,-1
agricultural wastes,8.593796,6.1682396,6
air pollution,9.157222,4.728174,-1
biohazards,5.055753,5.2443256,4
biomass,9.615234,6.007949,6
carbon monoxide,13.265588,8.767371,0
developing countries,8.006264,6.5851736,6
fuels,9.239239,5.8895907,6
health risks,8.239059,5.933168,6
liquefied petroleum gas,9.159325,5.964762,6
particles (particulate matter),7.209527,0.6021684,-1
biomass fuels,9.589386,5.9958673,6
children,8.420401,5.3382854,6
exposure index,8.020829,4.5624933,6
hazard quotients,8.168139,6.153922,6
time activity patterns,8.055871,6.1214566,6
kitchens,5.0850873,5.366727,4
carbon monoxide,13.264282,8.763739,0
fuel,8.906642,5.6094728,-1
carbon monoxide,13.260279,8.76141,0
air exposure,9.158031,4.7699056,-1
air quality,10.2917385,5.3272104,-1
atmospheric pollution,7.698747,2.9922643,-1
child health,8.242592,5.9130917,6
concentration (composition),8.853261,4.6328154,-1
developing world,8.027717,6.5879374,6
hazard assessment,8.141368,6.203365,6
health risk,8.236718,5.9369273,6
household survey,7.8958645,6.4671474,6
indoor air,8.652647,5.052739,6
rural area,7.56734,6.085009,6
air analysis,8.627923,6.0033855,6
air pollutant,8.25298,4.1881037,6
air quality,10.282086,5.3361506,-1
article,-5.179685,4.4806175,-1
biomass,9.60938,6.0045176,6
concentration (parameters),8.840457,4.6517596,-1
controlled study,7.259047,12.666989,-1
cooking,9.127652,5.7349243,6
environmental exposure,8.019662,4.534777,6
environmental temperature,8.279293,5.353734,6
health hazard,8.224893,6.0645337,6
household,7.926117,6.4072843,6
human,8.386537,3.343984,-1
human impact (environment),9.047596,4.18179,-1
humidity,8.28852,5.3614473,6
indoor air pollution,8.653599,5.050691,6
kitchen,9.124535,5.742841,6
particulate matter,7.2266607,0.6032822,-1
risk assessment,8.1415825,6.198865,6
vulnerable population,7.623495,6.277209,6
analysis,7.1160564,6.976142,6
cooking,9.12926,5.7364316,6
environmental monitoring,8.502465,6.074263,6
indoor air pollution,8.653713,5.0509176,6
air pollutants,8.256116,4.1915145,6
"air pollution, indoor",8.653968,5.0509405,6
carbon monoxide,13.265069,8.766288,0
cooking,9.120343,5.7319136,6
environmental monitoring,8.502741,6.0740523,6
humans,8.310565,3.4210308,-1
particulate matter,7.2095957,0.60135376,-1
animal,8.457417,11.158962,-1
bacterial phenomena and functions,7.96343,5.8536906,6
biodiversity,6.830277,5.6351323,-1
chemotaxis,8.714156,5.4318132,6
evolution,6.91582,6.5004907,5
fertilization,8.779875,5.31378,6
flagellum,8.527655,5.4355984,6
gene expression,8.45349,4.4840164,6
genetic polymorphism,7.272035,5.9885197,6
male,7.7746,5.5923,-1
marine biology,6.8998547,6.7207885,5
physiology,7.2953677,7.1063623,-1
reproduction,8.16042,4.408394,6
signal transduction,8.209484,7.916723,-1
spermatozoon motility,8.691918,5.416305,6
spermatozoon tail,8.685049,5.410364,6
three dimensional imaging,7.94792,6.0987525,6
ultrastructure,8.570441,5.5782022,6
animals,8.71858,6.841081,-1
bacterial physiological phenomena,7.9754734,5.796586,6
biodiversity,6.830215,5.6351624,-1
biological evolution,6.932453,6.5084105,5
chemotaxis,8.725898,5.4356523,6
fertilization,8.78731,5.3272038,6
flagella,8.525588,5.435783,6
gene expression,8.453193,4.4840484,6
"imaging, three-dimensional",7.992355,6.545618,6
male,7.775565,5.5912113,-1
marine biology,6.898607,6.721844,5
"polymorphism, genetic",7.270024,5.9953246,6
reproduction,8.157633,4.402797,6
signal transduction,8.216216,7.9233885,-1
sperm motility,8.72985,5.4305906,6
sperm tail,8.732977,5.432504,6
anaerobic digestion,9.315691,3.1214304,-1
biogas,8.602765,4.78259,-1
carbon dioxide,13.2083645,8.711701,0
climate change,4.2123523,5.040005,-1
compressed natural gas,4.629979,10.472004,-1
crashworthiness,4.9953427,5.1456437,4
gas emissions,6.342795,1.3469377,-1
greenhouse gases,17.095993,6.0868225,-1
life cycle,4.6280155,9.261938,-1
municipal solid waste,10.38655,3.040603,-1
natural gas vehicles,8.711207,6.324203,2
raw materials,8.598067,6.11992,6
solid wastes,9.852027,5.3365684,6
tanks (containers),8.780624,4.7422843,-1
vehicles,8.641431,6.524655,6
compressed natural gasses (cng),9.284681,7.288308,-1
ghg emission,7.611477,4.292999,6
life cycle assessment (lca),9.167167,3.9868102,-1
raw material extraction,8.484371,6.2441125,6
technical universities,8.039015,6.6369476,6
transport process,8.222463,6.5535755,6
transport vehicles,8.576131,6.5907545,6
waste collection,8.597167,5.868402,6
carbon footprint,13.161029,8.703588,0
carbon footprint,13.160635,8.703999,0
climate change,4.20805,5.0483966,-1
diesel,8.89771,5.6918736,-1
greenhouse gas,8.358079,0.9936746,-1
life cycle analysis,9.126268,3.6984181,-1
municipal solid waste,10.386531,3.0406663,-1
traffic emission,8.141102,6.3295054,6
transport process,8.219882,6.5593705,6
madrid [madrid (ads/prv)],6.856076,2.8529418,3
madrid [spain],6.8562927,2.849281,3
spain,6.990637,2.6198213,3
biogas,8.6116295,4.776713,-1
methane,11.083835,1.6562171,-1
methane,11.081263,1.6581894,-1
applied research,8.040167,6.760907,6
biocatalyst,5.014591,5.1780496,4
biofuel production,8.352908,6.0348425,6
carbon dioxide fixation,13.121398,8.801774,0
chemical oxygen demand,8.27313,5.9331155,6
electric current,8.845231,6.9530673,6
electrochemistry,8.402533,5.247035,6
electrode,8.3286495,5.6454067,6
electrolysis,10.88715,5.6313076,-1
electron transport,7.9440746,6.1065035,6
electroporation,5.041306,5.27487,4
gas diffusion,8.850391,5.982918,6
greenhouse effect,7.7995105,3.078079,6
inoculation,8.449299,4.865828,6
methanogen,5.152312,5.2054825,4
microbial community,7.861512,6.032173,6
nonhuman,-3.7848272,18.413658,-1
physical chemistry,6.7149205,5.1637664,-1
renewable energy,8.788275,8.262562,6
review,8.288794,8.8874855,-1
scale up,8.287702,6.469171,6
technology,8.279436,7.0696607,6
waste management,8.526985,5.9362903,6
bioenergy,24.045465,6.208992,-1
biosynthesis,8.609269,5.11451,6
biotechnology,6.924401,7.2053914,5
microbiology,6.9576674,7.2091684,5
procedures,7.9984,6.325014,6
research,8.043462,6.754864,6
bioelectric energy sources,8.748724,8.229116,6
biotechnology,6.9245505,7.205299,5
electrochemistry,8.400847,5.247481,6
electrodes,8.327284,5.648956,6
electrolysis,10.888558,5.6328764,-1
industrial microbiology,6.9195137,7.193429,5
methane,11.081067,1.6577289,-1
renewable energy,8.788304,8.26087,6
research,8.044707,6.753692,6
waste management,8.53133,5.929264,6
mitochondrial dna,7.2367883,4.929788,6
olfactory marker protein,8.960448,5.0882277,6
animal,8.455433,11.159549,-1
classification,1.9684267,6.7878757,-1
evolution,6.9035215,6.494528,5
genetics,9.16066,10.216617,-1
molecular evolution,6.9996696,6.529754,5
nucleotide sequence,7.9882255,5.050651,6
phylogeny,5.4495797,5.701535,-1
physiology,7.294883,7.1067533,-1
toothed whale,5.0824776,5.3649726,4
animals,8.723286,6.8458014,-1
base sequence,8.028047,4.8619,6
biological evolution,6.931876,6.5070114,5
"dna, mitochondrial",7.3032103,4.9684534,6
dolphins,8.82621,6.889988,-1
"evolution, molecular",6.9537797,6.5201178,5
olfactory marker protein,8.958488,5.093469,6
phylogeny,5.450662,5.702249,-1
compressed natural gas,4.630583,10.471399,-1
desalination,8.69832,5.2277083,6
dissolution,8.155057,6.632724,6
efficiency,8.219729,8.542364,6
extraction,8.344399,6.3878407,6
gas hydrates,9.630982,8.631944,2
hydration,8.910601,4.977306,6
natural gas,9.558291,8.642857,2
water,8.604803,5.297892,6
compressed natural gasses (cng),9.285101,7.288795,-1
fresh water,8.597952,5.290686,6
high salinity,8.723281,5.056195,6
hydrate formation,9.257312,4.849773,6
mineral component,8.344761,6.3158174,6
mineral extraction,8.387304,6.37047,6
salty water,8.589694,5.2823043,6
total dissolved solids,7.2300177,0.6125747,-1
produced water,8.604866,5.2889333,6
carbon,13.166027,8.704353,0
carbon dioxide,13.219352,8.720051,0
greenhouse gases,17.096062,6.0864577,-1
natural gas,9.556927,8.645809,2
natural gas vehicles,8.711534,6.324818,2
rivers,8.406773,5.002145,6
roads and streets,8.706549,7.3989615,-1
tunnels,8.7079735,7.3949156,-1
average concentration,8.222207,5.278891,6
diurnal variation,7.0779037,6.1187253,6
influential factors,8.0141945,6.3025365,6
linear correlation,7.6394353,6.8100576,6
main roads,8.70774,7.400011,-1
spatial differences,7.5883474,6.829731,6
traffic conditions,8.106454,6.304383,6
urban traffic,8.02059,6.214989,6
transportation,8.505717,6.669771,6
cost reduction,8.161488,6.178267,-1
diesel engines,5.9976983,1.8563432,1
economic analysis,7.0102606,7.0123825,6
energy efficiency,8.225642,8.556137,6
engines,5.990834,1.8381557,1
environmental protection,7.368261,6.534574,6
exhaust systems (engine),8.7153845,4.8411894,-1
fuels,9.234442,5.8920693,6
gas emissions,6.3451443,1.3576248,-1
gas fuel analysis,8.901637,5.988609,6
greenhouse gases,17.09291,6.0841928,-1
life cycle,4.6716957,9.281652,-1
natural gas,9.560556,8.649253,2
natural gas vehicles,8.711207,6.3241215,2
vehicles,8.641297,6.5240235,6
economic efficiency,7.7166657,6.628087,6
economic evaluations,7.053177,6.9567385,6
energy efficiency improvements,8.225608,8.549361,6
experimental investigations,7.6090193,7.2285237,6
heavy duty vehicles,8.458758,6.062724,6
lifecycle costs,8.161274,6.1819263,-1
reduction of emissions,7.6082006,4.026305,6
thermal efficiency,8.325791,6.562688,6
dual fuel engines,6.1475215,2.2108667,1
automobiles,9.510728,7.8374205,-1
battery electric vehicles,9.865896,7.707013,-1
carbon,13.159718,8.706093,0
climate models,4.227497,5.050026,-1
commerce,8.363356,6.5655446,6
compressed natural gas,4.6285467,10.4734335,-1
cooling water,8.579719,5.3331895,6
cost benefit analysis,8.148819,6.2993617,6
costs,8.160761,6.182958,-1
economic and social effects,7.5814385,6.5040197,6
electric batteries,9.87974,7.709374,-1
electric power plants,8.873064,6.8780837,6
electric power systems,8.801135,6.944865,6
electric power transmission networks,8.782922,6.9315267,6
electric utilities,8.8151245,6.97614,6
electric vehicles,9.611914,7.856664,-1
environmental impact,7.883357,6.435583,6
environmental technology,8.282036,7.0743303,6
gas emissions,6.330894,1.3361535,-1
greenhouse gases,17.106026,6.0929794,-1
kinetic energy,8.730387,8.229879,6
kinetics,8.553187,5.4144135,6
natural gas,9.543472,8.644619,2
robustness (control systems),8.736053,4.8090014,-1
secondary batteries,9.881171,7.707709,-1
trucks,8.649333,6.260987,6
electric grids,8.838385,7.0729814,6
environmental life cycle assessment,9.04157,4.1393447,-1
hybrid electric technology,9.472953,7.61242,6
life cycle assessment model,9.162875,3.9750476,-1
life-cycle greenhouse gas emissions,8.49164,5.9554567,6
parametric -analysis,7.6363873,7.0456066,6
trade off,8.0208,6.5863805,6
water energy,8.7349415,8.226674,6
life cycle,4.667607,9.277826,-1
air quality,10.283438,5.335592,-1
alternative fuels,9.739331,1.7989886,-1
automobiles,9.510438,7.837324,-1
battery electric vehicles,9.865059,7.706985,-1
compressed natural gas,4.632351,10.469633,-1
cost benefit analysis,8.148892,6.2994313,6
costs,8.16143,6.181905,-1
electric batteries,9.878921,7.708476,-1
electric power generation,8.84578,6.9593086,6
environmental impact,7.885425,6.4363003,6
fuels,9.240959,5.890679,6
greenhouse gases,17.099186,6.0882626,-1
intelligent systems,8.120453,6.7081876,6
monte carlo methods,5.1566095,5.6978283,4
renewable energy resources,8.7969475,8.268095,6
trucks,8.648665,6.2618356,6
alternative fuel technologies,10.310166,1.6833202,-1
electric truck,9.615876,7.8547015,-1
electricity generation,8.93796,6.8239827,6
heavy duty trucks,8.452122,6.0561714,6
life cycle assessment (lca),9.16659,3.9865615,-1
life cycle,4.6633925,9.27321,-1
carbon,13.15069,8.694434,0
carbon dioxide,13.231232,8.724706,0
economics,7.6080956,6.9576073,6
emission control,8.855196,6.86887,-1
fisheries,7.9944696,6.0274115,6
gasoline,11.0705,1.5500637,-1
climate change agreements,4.1955523,5.0313177,-1
emissions reduction,7.6069965,4.029944,6
federal programs,7.85391,6.61239,6
low carbon economy,13.090057,8.65476,0
me-xico,8.311826,6.2726655,6
national program,7.9064636,6.585051,6
small-scale fisheries,8.313569,6.39703,6
technological change,8.145134,6.5203023,6
climate change,4.205751,5.0488014,-1
transition metals,9.840094,4.968134,6
inorganic materials,8.615536,6.0833917,6
living systems,8.110665,6.685383,6
low concentrations,8.272687,5.2627687,6
metal emissions,7.4467454,3.2564921,6
motor vehicle,8.349812,6.795854,6
valence state,3.525124,5.9566965,-1
toxicity,8.169754,5.2883406,6
biomarkers,7.8574934,6.098608,6
food products,8.682625,6.122133,6
food safety,8.744486,6.0926394,6
safety engineering,8.246717,6.578349,6
analytical approach,7.6680746,6.889598,6
authenticity,4.9937477,5.1987324,4
european commission,7.8579764,6.611148,6
food adulterations,8.739447,6.087645,6
growing demand,7.893844,6.4385195,6
organic food products,8.684186,6.111749,6
